QueryID Iteration Dok.Nummer Rang Score System
891 Q0 33351 44 10.954451150103322 group3
891 Q0 3881 45 10.908712114635714 group3
891 Q0 18803 46 10.908712114635714 group3
891 Q0 32844 47 10.908712114635714 group3
891 Q0 3021 48 10.816653826391969 group3
891 Q0 5106 49 10.816653826391969 group3
891 Q0 37406 50 10.816653826391969 group3
1217 Q0 35942 1 23.065125189341593 group3
1217 Q0 39119 2 20.37154878746336 group3
1217 Q0 2179 3 18.920887928424502 group3
1217 Q0 16449 4 18.894443627691185 group3
1217 Q0 24801 5 18.57417562100671 group3
1217 Q0 36524 6 18.520259177452136 group3
1217 Q0 35689 7 18.2208671582886 group3
1217 Q0 39847 8 18.138357147217054 group3
1217 Q0 14330 9 17.832554500127006 group3
1217 Q0 2989 10 17.578395831246947 group3
1217 Q0 29883 11 17.52141546793523 group3
1217 Q0 7001 12 17.4928556845359 group3
1217 Q0 24820 13 17.378147196982766 group3
1217 Q0 25944 14 17.378147196982766 group3
1217 Q0 18471 15 17.233687939614086 group3
1217 Q0 7096 16 17.204650534085253 group3
1217 Q0 24567 17 17.08800749063506 group3
1217 Q0 32219 18 17.08800749063506 group3
1217 Q0 29081 19 17.0 group3
1217 Q0 16684 20 16.822603841260722 group3
1217 Q0 13548 21 16.73320053068151 group3
1217 Q0 17256 22 16.401219466856727 group3
1217 Q0 7065 23 16.24807680927192 group3
1217 Q0 38706 24 16.1245154965971 group3
1217 Q0 34078 25 16.0312195418814 group3
1217 Q0 38996 26 16.0312195418814 group3
1217 Q0 33438 27 15.905973720586866 group3
1217 Q0 34649 28 15.874507866387544 group3
1217 Q0 29417 29 15.716233645501712 group3
1217 Q0 37532 30 15.652475842498529 group3
1217 Q0 23616 31 15.556349186104045 group3
1217 Q0 2749 32 15.459624833740307 group3
1217 Q0 29057 33 15.427248620541512 group3
1217 Q0 34770 34 15.394804318340652 group3
1217 Q0 19495 35 15.362291495737216 group3
1217 Q0 39441 36 15.165750888103101 group3
1217 Q0 12135 37 15.033296378372908 group3
1217 Q0 35119 38 15.0 group3
1217 Q0 8681 39 14.966629547095765 group3
1217 Q0 36818 40 14.933184523068078 group3
1217 Q0 8663 41 14.89966442575134 group3
1217 Q0 25735 42 14.866068747318506 group3
1217 Q0 1516 43 14.7648230602334 group3
1217 Q0 1647 44 14.7648230602334 group3
1217 Q0 16137 45 14.66287829861518 group3
1217 Q0 30569 46 14.66287829861518 group3
1217 Q0 6686 47 14.628738838327793 group3
1217 Q0 2901 48 14.594519519326424 group3
1217 Q0 11054 49 14.52583904633395 group3
1217 Q0 38592 50 14.45683229480096 group3
1741 Q0 35942 1 25.278449319529077 group3
1741 Q0 39119 2 20.73644135332772 group3
1741 Q0 29883 3 20.493901531919196 group3
1741 Q0 39847 4 20.493901531919196 group3
1741 Q0 25944 5 20.223748416156685 group3
1741 Q0 36524 6 20.09975124224178 group3
1741 Q0 2179 7 19.924858845171276 group3
1741 Q0 2989 8 19.8997487421324 group3
1741 Q0 24801 9 19.79898987322333 group3
1741 Q0 7001 10 19.72308292331602 group3
1741 Q0 24567 11 19.72308292331602 group3
1741 Q0 35689 12 19.72308292331602 group3
1741 Q0 29081 13 19.6468827043885 group3
1741 Q0 7096 14 19.157244060668017 group3
1741 Q0 38706 15 19.157244060668017 group3
1741 Q0 16449 16 18.973665961010276 group3
1741 Q0 18471 17 18.81488772222678 group3
1741 Q0 29057 18 18.57417562100671 group3
1741 Q0 37532 19 18.547236990991408 group3
1741 Q0 19495 20 18.520259177452136 group3
1741 Q0 16684 21 18.439088914585774 group3
1741 Q0 17256 22 18.384776310850235 group3
1741 Q0 32219 23 18.35755975068582 group3
1741 Q0 34649 24 18.303005217723125 group3
1741 Q0 1647 25 18.027756377319946 group3
1741 Q0 13548 26 18.027756377319946 group3
1741 Q0 35119 27 18.0 group3
1741 Q0 8663 28 17.97220075561143 group3
1741 Q0 16137 29 17.944358444926362 group3
1741 Q0 39441 30 17.804493814764857 group3
1741 Q0 2901 31 17.60681686165901 group3
1741 Q0 33438 32 17.60681686165901 group3
1741 Q0 8681 33 17.52141546793523 group3
1741 Q0 14330 34 17.52141546793523 group3
1741 Q0 17628 35 17.406895185529212 group3
1741 Q0 25735 36 17.378147196982766 group3
1741 Q0 29417 37 17.378147196982766 group3
1741 Q0 6184 38 17.349351572897472 group3
1741 Q0 36513 39 17.349351572897472 group3
1741 Q0 38865 40 17.291616465790582 group3
1741 Q0 14769 41 17.26267650163207 group3
1741 Q0 30097 42 17.26267650163207 group3
1741 Q0 24820 43 17.233687939614086 group3
1741 Q0 7543 44 17.175564037317667 group3
1741 Q0 15614 45 17.08800749063506 group3
1741 Q0 23616 46 17.05872210923198 group3
1741 Q0 33454 47 17.029386365926403 group3
1741 Q0 34078 48 16.911534525287763 group3
1741 Q0 17501 49 16.76305461424021 group3
1741 Q0 39141 50 16.76305461424021 group3
2405 Q0 11323 1 26.60826939130014 group3
2405 Q0 27036 2 23.345235059857504 group3
2405 Q0 269 3 23.194827009486403 group3
2405 Q0 12064 4 22.67156809750927 group3
2405 Q0 21212 5 22.561028345356956 group3
2405 Q0 26566 6 21.79449471770337 group3
2405 Q0 35614 7 21.79449471770337 group3
2405 Q0 21934 8 21.2602916254693 group3
2405 Q0 26896 9 21.071307505705477 group3
2405 Q0 25743 10 20.85665361461421 group3
2405 Q0 3253 11 20.639767440550294 group3
2405 Q0 10845 12 20.493901531919196 group3
2405 Q0 6462 13 20.46948949045872 group3
2405 Q0 31921 14 20.445048300260872 group3
2405 Q0 15358 15 20.396078054371138 group3
2405 Q0 36519 16 20.37154878746336 group3
2405 Q0 4521 17 20.174241001832016 group3
2405 Q0 22012 18 20.09975124224178 group3
2405 Q0 38691 19 19.77371993328519 group3
2405 Q0 3638 20 19.72308292331602 group3
2405 Q0 2206 21 19.672315572906 group3
2405 Q0 11112 22 19.544820285692065 group3
2405 Q0 2776 23 19.493588689617926 group3
2405 Q0 35110 24 19.313207915827967 group3
2405 Q0 6016 25 19.261360284258224 group3
2405 Q0 8959 26 19.235384061671343 group3
2405 Q0 11185 27 18.973665961010276 group3
2405 Q0 11517 28 18.973665961010276 group3
2405 Q0 29302 29 18.894443627691185 group3
2405 Q0 39203 30 18.841443681416774 group3
2405 Q0 35444 31 18.65475810617763 group3
2405 Q0 2779 32 18.627936010197157 group3
2405 Q0 35168 33 18.601075237738275 group3
2405 Q0 30382 34 18.520259177452136 group3
2405 Q0 18500 35 18.49324200890693 group3
2405 Q0 4734 36 18.466185312619388 group3
2405 Q0 15165 37 18.35755975068582 group3
2405 Q0 16147 38 18.24828759089466 group3
2405 Q0 12720 39 18.193405398660254 group3
2405 Q0 4164 40 18.16590212458495 group3
2405 Q0 5139 41 18.110770276274835 group3
2405 Q0 30902 42 18.083141320025124 group3
2405 Q0 27414 43 18.05547008526779 group3
2405 Q0 21955 44 18.027756377319946 group3
2405 Q0 22529 45 17.97220075561143 group3
2405 Q0 23415 46 17.944358444926362 group3
2405 Q0 7464 47 17.916472867168917 group3
2405 Q0 13697 48 17.86057109949175 group3
2405 Q0 19345 49 17.804493814764857 group3
2405 Q0 38874 50 17.776388834631177 group3
3777 Q0 10561 1 26.962937525425527 group3
3777 Q0 12519 2 16.1245154965971 group3
3777 Q0 3660 3 15.7797338380595 group3
3777 Q0 12159 4 15.491933384829668 group3
3777 Q0 30033 5 15.459624833740307 group3
3777 Q0 23282 6 15.132745950421556 group3
3777 Q0 11393 7 14.317821063276353 group3
3777 Q0 37834 8 14.247806848775006 group3
3777 Q0 30795 9 13.784048752090222 group3
3777 Q0 34194 10 13.711309200802088 group3
3777 Q0 5473 11 13.0 group3
3777 Q0 32820 12 12.96148139681572 group3
3777 Q0 33969 13 12.922847983320086 group3
3777 Q0 1081 14 12.806248474865697 group3
3777 Q0 4024 15 12.806248474865697 group3
3777 Q0 11181 16 12.649110640673518 group3
3777 Q0 2940 17 12.449899597988733 group3
3777 Q0 1804 18 12.36931687685298 group3
3777 Q0 4041 19 12.12435565298214 group3
3777 Q0 20913 20 12.083045973594572 group3
3777 Q0 35358 21 12.083045973594572 group3
3777 Q0 27081 22 11.958260743101398 group3
3777 Q0 32007 23 11.874342087037917 group3
3777 Q0 22337 24 11.832159566199232 group3
3777 Q0 39289 25 11.832159566199232 group3
3777 Q0 3506 26 11.74734012447073 group3
3777 Q0 26512 27 11.74734012447073 group3
3777 Q0 36100 28 11.661903789690601 group3
3777 Q0 5034 29 11.532562594670797 group3
3777 Q0 8228 30 11.532562594670797 group3
3777 Q0 32372 31 11.532562594670797 group3
3777 Q0 32850 32 11.445523142259598 group3
3777 Q0 34909 33 11.40175425099138 group3
3777 Q0 14778 34 11.357816691600547 group3
3777 Q0 27250 35 11.357816691600547 group3
3777 Q0 28994 36 11.357816691600547 group3
3777 Q0 39869 37 11.313708498984761 group3
3777 Q0 3964 38 11.269427669584644 group3
3777 Q0 2148 39 11.224972160321824 group3
3777 Q0 5112 40 11.180339887498949 group3
3777 Q0 18927 41 11.180339887498949 group3
3777 Q0 8192 42 11.090536506409418 group3
3777 Q0 33351 43 11.090536506409418 group3
3777 Q0 3881 44 11.045361017187261 group3
3777 Q0 18803 45 11.045361017187261 group3
3777 Q0 3021 46 10.954451150103322 group3
3777 Q0 37406 47 10.954451150103322 group3
3777 Q0 6165 48 10.908712114635714 group3
3777 Q0 11113 49 10.908712114635714 group3
3777 Q0 8351 50 10.862780491200215 group3
4233 Q0 27791 1 19.313207915827967 group3
4233 Q0 686 2 18.947295321496416 group3
4233 Q0 30531 3 18.57417562100671 group3
4233 Q0 2 4 18.466185312619388 group3
4233 Q0 27752 5 18.439088914585774 group3
4233 Q0 29969 6 18.138357147217054 group3
4233 Q0 11661 7 18.083141320025124 group3
4233 Q0 20362 8 18.0 group3
4233 Q0 39049 9 17.86057109949175 group3
4233 Q0 14132 10 17.804493814764857 group3
4233 Q0 6737 11 17.378147196982766 group3
4233 Q0 7268 12 17.349351572897472 group3
4233 Q0 6186 13 17.320508075688775 group3
4233 Q0 12104 14 17.05872210923198 group3
4233 Q0 26238 15 16.61324772583615 group3
4233 Q0 21232 16 16.492422502470642 group3
4233 Q0 37004 17 16.186414056238647 group3
4233 Q0 30499 18 16.15549442140351 group3
4233 Q0 20818 19 16.09347693943108 group3
4233 Q0 7936 20 16.06237840420901 group3
4233 Q0 13028 21 15.937377450509228 group3
4233 Q0 26691 22 15.811388300841896 group3
4233 Q0 16552 23 15.427248620541512 group3
4233 Q0 11880 24 15.394804318340652 group3
4233 Q0 21401 25 15.394804318340652 group3
4233 Q0 24452 26 15.394804318340652 group3
4233 Q0 6366 27 15.362291495737216 group3
4233 Q0 32522 28 15.198684153570664 group3
4233 Q0 14131 29 15.165750888103101 group3
4233 Q0 13502 30 15.033296378372908 group3
4233 Q0 39153 31 15.033296378372908 group3
4233 Q0 23419 32 14.966629547095765 group3
4233 Q0 20149 33 14.89966442575134 group3
4233 Q0 32711 34 14.832396974191326 group3
4233 Q0 13260 35 14.798648586948742 group3
4233 Q0 19275 36 14.7648230602334 group3
4233 Q0 38043 37 14.7648230602334 group3
4233 Q0 35729 38 14.696938456699069 group3
4233 Q0 19893 39 14.560219778561036 group3
4233 Q0 6166 40 14.422205101855956 group3
4233 Q0 2758 41 14.352700094407323 group3
4233 Q0 4402 42 14.247806848775006 group3
4233 Q0 23520 43 14.247806848775006 group3
4233 Q0 7351 44 14.177446878757825 group3
4233 Q0 9952 45 14.177446878757825 group3
4233 Q0 1606 46 14.142135623730951 group3
4233 Q0 5921 47 14.142135623730951 group3
4233 Q0 25997 48 14.142135623730951 group3
4233 Q0 30012 49 14.071247279470288 group3
4233 Q0 36770 50 14.035668847618199 group3
4767 Q0 11323 1 26.720778431774775 group3
4767 Q0 27036 2 23.173260452512935 group3
4767 Q0 269 3 23.065125189341593 group3
4767 Q0 21212 4 22.869193252058544 group3
4767 Q0 12064 5 22.58317958127243 group3
4767 Q0 35614 6 21.79449471770337 group3
4767 Q0 26566 7 21.748563170931547 group3
4767 Q0 3253 8 21.400934559032695 group3
4767 Q0 21934 9 21.166010488516726 group3
4767 Q0 25743 10 21.0 group3
4767 Q0 26896 11 20.92844953645635 group3
4767 Q0 15358 12 20.493901531919196 group3
4767 Q0 4521 13 20.46948949045872 group3
4767 Q0 6462 14 20.46948949045872 group3
4767 Q0 36519 15 20.42057785666214 group3
4767 Q0 31921 16 20.346989949375804 group3
4767 Q0 10845 17 20.29778313018444 group3
4767 Q0 38691 18 20.223748416156685 group3
4767 Q0 22012 19 20.09975124224178 group3
4767 Q0 2206 20 19.974984355438178 group3
4767 Q0 2776 21 19.849433241279208 group3
4767 Q0 6016 22 19.82422760159901 group3
4767 Q0 3638 23 19.672315572906 group3
4767 Q0 11112 24 19.544820285692065 group3
4767 Q0 35110 25 19.4164878389476 group3
4767 Q0 8959 26 19.28730152198591 group3
4767 Q0 11185 27 19.078784028338912 group3
4767 Q0 29302 28 18.947295321496416 group3
4767 Q0 11517 29 18.920887928424502 group3
4767 Q0 2779 30 18.894443627691185 group3
4767 Q0 39203 31 18.788294228055936 group3
4767 Q0 22529 32 18.681541692269406 group3
4767 Q0 35444 33 18.601075237738275 group3
4767 Q0 35168 34 18.547236990991408 group3
4767 Q0 4734 35 18.466185312619388 group3
4767 Q0 30382 36 18.466185312619388 group3
4767 Q0 18500 37 18.384776310850235 group3
4767 Q0 15165 38 18.35755975068582 group3
4767 Q0 5139 39 18.110770276274835 group3
4767 Q0 12720 40 18.083141320025124 group3
4767 Q0 4164 41 18.05547008526779 group3
4767 Q0 27414 42 18.0 group3
4767 Q0 38874 43 18.0 group3
4767 Q0 21955 44 17.97220075561143 group3
4767 Q0 16147 45 17.916472867168917 group3
4767 Q0 23415 46 17.88854381999832 group3
4767 Q0 39281 47 17.776388834631177 group3
4767 Q0 7209 48 17.72004514666935 group3
4767 Q0 7464 49 17.635192088548397 group3
4767 Q0 13697 50 17.635192088548397 group3
5899 Q0 10561 1 26.888659319497503 group3
5899 Q0 12519 2 16.852299546352718 group3
5899 Q0 3660 3 15.459624833740307 group3
5899 Q0 12159 4 15.427248620541512 group3
5899 Q0 30033 5 15.264337522473747 group3
5899 Q0 23282 6 15.132745950421556 group3
5899 Q0 37834 7 14.106735979665885 group3
5899 Q0 11393 8 14.035668847618199 group3
5899 Q0 30795 9 14.0 group3
5899 Q0 34194 10 13.638181696985855 group3
5899 Q0 5473 11 13.228756555322953 group3
5899 Q0 4024 12 12.884098726725126 group3
5899 Q0 32820 13 12.806248474865697 group3
5899 Q0 1081 14 12.649110640673518 group3
5899 Q0 11181 15 12.489995996796797 group3
5899 Q0 1804 16 12.449899597988733 group3
5899 Q0 2940 17 12.288205727444508 group3
5899 Q0 33969 18 12.206555615733702 group3
5899 Q0 4041 19 11.958260743101398 group3
5899 Q0 32007 20 11.958260743101398 group3
5899 Q0 35358 21 11.916375287812984 group3
5899 Q0 27081 22 11.789826122551595 group3
5899 Q0 20913 23 11.74734012447073 group3
5899 Q0 22337 24 11.661903789690601 group3
5899 Q0 26512 25 11.661903789690601 group3
5899 Q0 32372 26 11.61895003862225 group3
5899 Q0 3506 27 11.575836902790225 group3
5899 Q0 39289 28 11.575836902790225 group3
5899 Q0 5034 29 11.357816691600547 group3
5899 Q0 8228 30 11.357816691600547 group3
5899 Q0 36100 31 11.313708498984761 group3
5899 Q0 368 32 11.269427669584644 group3
5899 Q0 32850 33 11.269427669584644 group3
5899 Q0 34909 34 11.224972160321824 group3
5899 Q0 8192 35 11.180339887498949 group3
5899 Q0 14778 36 11.180339887498949 group3
5899 Q0 27250 37 11.180339887498949 group3
5899 Q0 3964 38 11.090536506409418 group3
5899 Q0 28994 39 11.090536506409418 group3
5899 Q0 2148 40 11.045361017187261 group3
5899 Q0 14847 41 11.045361017187261 group3
5899 Q0 39869 42 11.045361017187261 group3
5899 Q0 18927 43 11.0 group3
5899 Q0 33351 44 10.908712114635714 group3
5899 Q0 3881 45 10.862780491200215 group3
5899 Q0 18803 46 10.862780491200215 group3
5899 Q0 32844 47 10.862780491200215 group3
5899 Q0 5112 48 10.816653826391969 group3
5899 Q0 11113 49 10.816653826391969 group3
5899 Q0 12554 50 10.816653826391969 group3
6324 Q0 16230 1 31.921779399024736 group3
6324 Q0 5857 2 27.874719729532707 group3
6324 Q0 8014 3 22.135943621178654 group3
6324 Q0 27295 4 20.396078054371138 group3
6324 Q0 39525 5 20.322401432901575 group3
6324 Q0 36682 6 17.26267650163207 group3
6324 Q0 1512 7 17.204650534085253 group3
6324 Q0 3342 8 17.11724276862369 group3
6324 Q0 32141 9 17.0 group3
6324 Q0 29296 10 16.97056274847714 group3
6324 Q0 28455 11 16.881943016134134 group3
6324 Q0 16988 12 16.822603841260722 group3
6324 Q0 30746 13 16.73320053068151 group3
6324 Q0 38395 14 16.703293088490067 group3
6324 Q0 30593 15 16.64331697709324 group3
6324 Q0 7481 16 16.61324772583615 group3
6324 Q0 33617 17 16.583123951777 group3
6324 Q0 10027 18 16.401219466856727 group3
6324 Q0 10091 19 16.3707055437449 group3
6324 Q0 26337 20 16.186414056238647 group3
6324 Q0 39825 21 16.186414056238647 group3
6324 Q0 35131 22 16.0 group3
6324 Q0 23073 23 15.968719422671311 group3
6324 Q0 8242 24 15.905973720586866 group3
6324 Q0 17267 25 15.874507866387544 group3
6324 Q0 15728 26 15.84297951775486 group3
6324 Q0 13145 27 15.620499351813308 group3
6324 Q0 29369 28 15.394804318340652 group3
6324 Q0 36086 29 15.394804318340652 group3
6324 Q0 8511 30 15.198684153570664 group3
6324 Q0 32289 31 15.165750888103101 group3
6324 Q0 39301 32 15.165750888103101 group3
6324 Q0 1987 33 15.0996688705415 group3
6324 Q0 18187 34 15.066519173319364 group3
6324 Q0 6998 35 15.0 group3
6324 Q0 35080 36 15.0 group3
6324 Q0 16860 37 14.89966442575134 group3
6324 Q0 1776 38 14.832396974191326 group3
6324 Q0 769 39 14.798648586948742 group3
6324 Q0 18387 40 14.798648586948742 group3
6324 Q0 5095 41 14.7648230602334 group3
6324 Q0 17306 42 14.7648230602334 group3
6324 Q0 21764 43 14.7648230602334 group3
6324 Q0 1091 44 14.730919862656235 group3
6324 Q0 25931 45 14.730919862656235 group3
6324 Q0 30837 46 14.730919862656235 group3
6324 Q0 33479 47 14.730919862656235 group3
6324 Q0 37515 48 14.594519519326424 group3
6324 Q0 38497 49 14.560219778561036 group3
6324 Q0 36936 50 14.52583904633395 group3
7328 Q0 34654 1 18.0 group3
7328 Q0 17557 2 15.066519173319364 group3
7328 Q0 742 3 14.142135623730951 group3
7328 Q0 33666 4 13.96424004376894 group3
7328 Q0 22350 5 13.490737563232042 group3
7328 Q0 29946 6 13.379088160259652 group3
7328 Q0 28322 7 13.341664064126334 group3
7328 Q0 10050 8 12.96148139681572 group3
7328 Q0 38151 9 12.884098726725126 group3
7328 Q0 98 10 12.36931687685298 group3
7328 Q0 1150 11 12.36931687685298 group3
7328 Q0 23998 12 12.165525060596439 group3
7328 Q0 21395 13 12.12435565298214 group3
7328 Q0 21170 14 11.789826122551595 group3
7328 Q0 24440 15 11.789826122551595 group3
7328 Q0 24554 16 11.704699910719626 group3
7328 Q0 31147 17 11.704699910719626 group3
7328 Q0 32572 18 11.661903789690601 group3
7328 Q0 7091 19 11.575836902790225 group3
7328 Q0 24318 20 11.532562594670797 group3
7328 Q0 35875 21 11.532562594670797 group3
7328 Q0 8977 22 11.489125293076057 group3
7328 Q0 38313 23 11.40175425099138 group3
7328 Q0 9242 24 11.269427669584644 group3
7328 Q0 32762 25 11.224972160321824 group3
7328 Q0 14114 26 11.180339887498949 group3
7328 Q0 29742 27 11.180339887498949 group3
7328 Q0 2663 28 11.135528725660043 group3
7328 Q0 36429 29 11.135528725660043 group3
7328 Q0 26225 30 11.090536506409418 group3
7328 Q0 22683 31 11.045361017187261 group3
7328 Q0 8596 32 10.954451150103322 group3
7328 Q0 20682 33 10.954451150103322 group3
7328 Q0 34295 34 10.862780491200215 group3
7328 Q0 27328 35 10.816653826391969 group3
7328 Q0 15808 36 10.770329614269007 group3
7328 Q0 24142 37 10.770329614269007 group3
7328 Q0 2723 38 10.723805294763608 group3
7328 Q0 4826 39 10.723805294763608 group3
7328 Q0 21604 40 10.723805294763608 group3
7328 Q0 33281 41 10.723805294763608 group3
7328 Q0 19830 42 10.677078252031311 group3
7328 Q0 37419 43 10.63014581273465 group3
7328 Q0 7252 44 10.583005244258363 group3
7328 Q0 11550 45 10.583005244258363 group3
7328 Q0 30040 46 10.583005244258363 group3
7328 Q0 881 47 10.535653752852738 group3
7328 Q0 21794 48 10.535653752852738 group3
7328 Q0 8020 49 10.488088481701515 group3
7328 Q0 16199 50 10.488088481701515 group3
8141 Q0 11323 1 27.258026340878022 group3
8141 Q0 27036 2 23.916521486202797 group3
8141 Q0 21212 3 23.40939982143925 group3
8141 Q0 269 4 23.043437243605826 group3
8141 Q0 12064 5 23.0 group3
8141 Q0 35614 6 22.44994432064365 group3
8141 Q0 26566 7 22.40535650240808 group3
8141 Q0 3253 8 22.11334438749598 group3
8141 Q0 25743 9 22.0 group3
8141 Q0 26896 10 21.702534414210707 group3
8141 Q0 21934 11 21.61018278497431 group3
8141 Q0 36519 12 21.213203435596427 group3
8141 Q0 10845 13 21.18962010041709 group3
8141 Q0 15358 14 21.18962010041709 group3
8141 Q0 4521 15 21.166010488516726 group3
8141 Q0 31921 16 21.095023109728988 group3
8141 Q0 6462 17 20.97617696340303 group3
8141 Q0 22012 18 20.85665361461421 group3
8141 Q0 38691 19 20.54263858417414 group3
8141 Q0 2776 20 20.518284528683193 group3
8141 Q0 6016 21 20.493901531919196 group3
8141 Q0 3638 22 20.445048300260872 group3
8141 Q0 2206 23 20.396078054371138 group3
8141 Q0 35110 24 20.199009876724155 group3
8141 Q0 11112 25 20.074859899884732 group3
8141 Q0 11185 26 19.87460691435179 group3
8141 Q0 8959 27 19.72308292331602 group3
8141 Q0 29302 28 19.697715603592208 group3
8141 Q0 39203 29 19.595917942265423 group3
8141 Q0 22529 30 19.544820285692065 group3
8141 Q0 11517 31 19.467922333931785 group3
8141 Q0 35444 32 19.4164878389476 group3
8141 Q0 35168 33 19.364916731037084 group3
8141 Q0 2779 34 19.339079605813716 group3
8141 Q0 4734 35 19.183326093250876 group3
8141 Q0 18500 36 19.1049731745428 group3
8141 Q0 30382 37 19.078784028338912 group3
8141 Q0 16147 38 19.026297590440446 group3
8141 Q0 12720 39 18.973665961010276 group3
8141 Q0 4164 40 18.894443627691185 group3
8141 Q0 27414 41 18.841443681416774 group3
8141 Q0 21955 42 18.81488772222678 group3
8141 Q0 5139 43 18.788294228055936 group3
8141 Q0 7464 44 18.708286933869708 group3
8141 Q0 30902 45 18.708286933869708 group3
8141 Q0 23415 46 18.681541692269406 group3
8141 Q0 15165 47 18.65475810617763 group3
8141 Q0 39281 48 18.627936010197157 group3
8141 Q0 19345 49 18.601075237738275 group3
8141 Q0 38874 50 18.57417562100671 group3
9125 Q0 11323 1 26.870057685088806 group3
9125 Q0 27036 2 23.473389188611005 group3
9125 Q0 269 3 23.280893453645632 group3
9125 Q0 21212 4 23.043437243605826 group3
9125 Q0 12064 5 22.80350850198276 group3
9125 Q0 26566 6 21.97726097583591 group3
9125 Q0 35614 7 21.97726097583591 group3
9125 Q0 3253 8 21.540659228538015 group3
9125 Q0 25743 9 21.470910553583888 group3
9125 Q0 21934 10 21.307275752662516 group3
9125 Q0 26896 11 21.213203435596427 group3
9125 Q0 36519 12 20.760539492026695 group3
9125 Q0 6462 13 20.663978319771825 group3
9125 Q0 10845 14 20.639767440550294 group3
9125 Q0 15358 15 20.54263858417414 group3
